time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2000-10-18-18; 0.3403; 4.2426
2000-10-18-19; 0.3350; 4.3779
2000-10-18-20; 0.3203; 4.4554
2000-10-18-21; 0.2866; 4.0859
2000-10-18-22; 0.2723; 4.5567
2000-10-18-23; 0.2587; 3.9757
2000-10-19-00; 0.2656; 4.2153
2000-10-19-01; 0.2626; 4.0520
2000-10-19-02; 0.2500; 5.0650
2000-10-19-03; 0.2595; 5.0104
2000-10-19-04; 0.2335; 4.8740
2000-10-19-05; 0.2516; 5.2385
2000-10-19-06; 0.2369; 4.6050
2000-10-19-07; 0.2265; 4.8868
2000-10-19-08; 0.2610; 4.5211
2000-10-19-09; 0.2540; 4.2942
2000-10-19-10; 0.3178; 3.6500
2000-10-19-11; 0.3670; 3.8284
2000-10-19-12; 0.3923; 3.9257
2000-10-19-13; 0.3799; 3.9600
2000-10-19-14; 0.3719; 4.0400
2000-10-19-15; 0.3581; 4.0034
2000-10-19-16; 0.3713; 4.0368
2000-10-19-17; 0.3908; 4.2081
2000-10-19-18; 0.3631; 4.1645
2000-10-19-19; 0.3631; 4.0230
2000-10-19-20; 0.3421; 4.1548
2000-10-19-21; 0.3519; 4.2086
2000-10-19-22; 0.3332; 4.2289
2000-10-19-23; 0.3308; 4.2199
2000-10-20-00; 0.3403; 4.0650
2000-10-20-01; 0.3332; 4.2415
2000-10-20-02; 0.3153; 4.2219
2000-10-20-03; 0.3496; 4.3802
2000-10-20-04; 0.3631; 4.3202
2000-10-20-05; 0.3450; 4.3341
2000-10-20-06; 0.3604; 4.3944
2000-10-20-07; 0.3648; 4.3417
2000-10-20-08; 0.3542; 4.2248
2000-10-20-09; 0.3326; 4.2193
2000-10-20-10; 0.3421; 4.3153
2000-10-20-11; 0.3308; 4.2012
2000-10-20-12; 0.2942; 4.2369
2000-10-20-14; 0.2976; 4.3192
2000-10-20-15; 0.2781; 4.4316
2000-10-20-16; 0.2436; 4.3072
2000-10-20-17; 0.2500; 4.2871
2000-10-20-18; 0.2402; 4.4078
2000-10-20-19; 0.2119; 4.3386
2000-10-20-20; 0.2081; 4.2189
2000-10-20-21; 0.2002; 4.5387
2000-10-20-22; 0.1920; 4.4494
2000-10-20-23; 0.2002; 4.2755
2000-10-21-00; 0.1878; 4.4854
2000-10-21-01; 0.1791; 3.9065
2000-10-21-02; 0.2156; 3.2647
2000-10-21-03; 0.2326; 3.1255
2000-10-21-04; 0.2468; 3.1986
2000-10-21-05; 0.2427; 3.2732
2000-10-21-06; 0.2686; 3.3163
2000-10-21-07; 0.2996; 3.2579
2000-10-21-08; 0.2752; 3.4210
2000-10-21-09; 0.2803; 3.4710
2000-10-21-10; 0.2915; 3.2785
2000-10-21-11; 0.2468; 3.5058
2000-10-21-12; 0.2663; 3.1540
2000-10-21-13; 0.3043; 3.0151
2000-10-21-14; 0.3284; 2.9382
2000-10-21-15; 0.3415; 2.9921
2000-10-21-16; 0.4280; 3.1669
2000-10-21-17; 0.5691; 3.3034
2000-10-21-18; 0.6344; 3.3579
2000-10-21-19; 0.7177; 3.6970
2000-10-21-20; 0.7440; 3.7499
2000-10-21-21; 0.7307; 3.6835
2000-10-21-22; 0.7013; 3.6244
2000-10-21-23; 0.6646; 3.6776
2000-10-22-00; 0.6428; 3.6602
2000-10-22-01; 0.6082; 3.5160
2000-10-22-02; 0.6226; 3.5584
2000-10-22-03; 0.6359; 3.5601
2000-10-22-04; 0.7326; 3.4832
2000-10-22-05; 0.8216; 3.6293
2000-10-22-06; 0.8541; 3.7885
2000-10-22-07; 0.9330; 3.9052
2000-10-22-08; 0.9069; 3.9110
2000-10-22-09; 0.9724; 4.0553
2000-10-22-10; 0.9524; 4.1684
2000-10-22-11; 0.9209; 4.3049
2000-10-22-12; 0.9771; 4.2682
2000-10-22-13; 0.9307; 4.2414
2000-10-22-14; 0.9863; 4.2544
2000-10-22-15; 1.1055; 4.5273
2000-10-22-16; 0.9797; 4.3466
2000-10-22-17; 0.9601; 4.3264
2000-10-22-18; 1.0048; 4.5144
2000-10-22-19; 0.9754; 4.3463
2000-10-22-20; 1.0135; 4.4825
2000-10-22-21; 1.0550; 4.7661
2000-10-22-22; 1.1619; 4.8549
2000-10-22-23; 1.0798; 4.5936
2000-10-23-00; 1.0770; 4.5877
2000-10-23-01; 1.1812; 4.3711
2000-10-23-02; 1.3736; 4.3220
2000-10-23-03; 1.3543; 4.4599
2000-10-23-04; 1.2621; 4.5112
2000-10-23-05; 1.3258; 4.4157
2000-10-23-06; 1.5964; 4.7616
2000-10-23-07; 1.5834; 4.7324
2000-10-23-08; 1.5657; 4.5752
2000-10-23-09; 1.8721; 5.0302
2000-10-23-10; 1.9077; 5.3061
2000-10-23-11; 1.9420; 5.1616
2000-10-23-12; 2.1153; 5.5767
2000-10-23-13; 1.9750; 5.4464
2000-10-23-14; 1.8280; 5.2987
2000-10-23-15; 1.6810; 5.4641
2000-10-23-16; 1.7543; 5.4568
2000-10-23-17; 1.7411; 5.5787
2000-10-23-18; 1.7670; 5.4128
2000-10-23-19; 1.9387; 5.6060
2000-10-23-20; 1.9284; 5.4638
2000-10-23-21; 2.0613; 5.4629
2000-10-23-22; 2.2316; 5.6218
2000-10-23-23; 2.2292; 5.6882
2000-10-24-00; 2.4529; 5.8889
2000-10-24-01; 2.2189; 5.4982
2000-10-24-02; 2.6014; 5.7118
2000-10-24-03; 2.3912; 5.5484
2000-10-24-04; 2.6314; 5.6666
2000-10-24-05; 2.3002; 5.5387
2000-10-24-06; 2.8235; 6.0443
2000-10-24-07; 2.6930; 6.0440
2000-10-24-08; 2.8675; 6.3310
2000-10-24-09; 2.7988; 6.2125
2000-10-24-10; 2.7794; 6.3767
2000-10-24-11; 2.5945; 6.2744
2000-10-24-12; 2.5031; 6.0964
2000-10-24-13; 2.3572; 6.0995
2000-10-24-14; 2.5216; 6.0719
2000-10-24-15; 2.4771; 6.3513
2000-10-24-16; 2.6163; 6.6087
2000-10-24-17; 2.5613; 6.5936
2000-10-24-18; 2.6177; 6.6226
2000-10-24-19; 2.9376; 6.6458
2000-10-24-20; 3.0323; 6.8311
2000-10-24-21; 2.7545; 6.5547
2000-10-24-22; 2.8010; 6.4575
2000-10-24-23; 2.6230; 6.3750
2000-10-25-00; 2.5781; 6.2832
2000-10-25-01; 2.5944; 6.1829
2000-10-25-02; 2.6426; 6.1493
2000-10-25-03; 2.6491; 6.0624
2000-10-25-04; 2.6618; 6.1013
2000-10-25-05; 2.8459; 5.9658
2000-10-25-06; 2.7151; 5.8545
2000-10-25-07; 2.7060; 6.0416
2000-10-25-08; 2.5650; 6.0008
2000-10-25-09; 2.4644; 5.9156
2000-10-25-10; 2.5834; 6.2765
2000-10-25-11; 2.4740; 6.3448
2000-10-25-12; 2.4172; 6.1668
2000-10-25-13; 2.1259; 6.0500
2000-10-25-14; 2.0955; 6.2638
2000-10-25-15; 2.1571; 6.2640
2000-10-25-16; 1.9830; 6.2706
2000-10-25-17; 1.9406; 5.9703
2000-10-25-18; 1.8871; 5.8339
2000-10-25-19; 1.9673; 5.9578
2000-10-26-00; 1.7060; 5.5074
2000-10-26-01; 2.0559; 5.9024
2000-10-26-02; 1.8133; 5.4013
2000-10-26-03; 1.8556; 5.4869
2000-10-26-04; 1.8251; 5.6538
2000-10-26-05; 1.7666; 5.4978
2000-10-26-06; 1.6967; 5.2590
2000-10-26-07; 1.7159; 5.5540
2000-10-26-08; 1.7626; 5.7117
2000-10-26-09; 1.6780; 5.5547
2000-10-26-10; 1.6219; 5.2897
2000-10-26-11; 1.5788; 5.3820
2000-10-26-12; 1.5049; 5.1842
2000-10-26-13; 1.4556; 5.0966
2000-10-26-14; 1.4874; 5.3259
2000-10-26-15; 1.3615; 5.2093
2000-10-26-16; 1.4368; 5.3985
2000-10-26-17; 1.4880; 5.1496
2000-10-26-18; 1.4680; 5.2460
2000-10-26-19; 1.3090; 5.1835
2000-10-26-20; 1.3095; 5.1332
2000-10-26-21; 1.3012; 5.2120
2000-10-26-22; 1.1412; 5.0447
2000-10-26-23; 1.2683; 5.3591
2000-10-27-00; 1.2441; 5.1634
2000-10-27-01; 1.1356; 5.1526
2000-10-27-02; 1.1307; 4.9439
2000-10-27-03; 1.1101; 5.0520
2000-10-27-04; 1.0931; 4.8644
2000-10-27-05; 1.0973; 4.8615
2000-10-27-06; 1.0677; 4.8857
2000-10-27-07; 1.0453; 4.8032
2000-10-27-08; 1.0738; 4.9314
2000-10-27-09; 1.0196; 4.8551
2000-10-27-10; 0.9324; 4.6112
2000-10-27-11; 0.9736; 5.0521
2000-10-27-12; 0.9271; 4.9700
2000-10-27-13; 1.0160; 5.0258
2000-10-27-14; 1.0998; 4.7361
2000-10-27-15; 0.9425; 4.5828
2000-10-27-16; 0.9114; 4.9064
2000-10-27-17; 0.8959; 4.6128
2000-10-27-18; 0.9094; 4.6643
2000-10-27-19; 0.8522; 4.7622
2000-10-27-20; 0.8592; 4.9352
2000-10-27-21; 0.8550; 4.7432
2000-10-27-22; 0.8187; 4.7509
2000-10-27-23; 0.7805; 4.7624
2000-10-28-00; 0.7323; 4.6646
2000-10-28-01; 0.7177; 4.5201
2000-10-28-02; 0.7341; 4.4601
2000-10-28-03; 0.7218; 4.4063
2000-10-28-04; 0.7867; 4.3341
2000-10-28-05; 0.7318; 4.2094
2000-10-28-06; 0.7930; 4.2168
2000-10-28-07; 0.7531; 3.9800
2000-10-28-08; 0.7345; 3.9332
2000-10-28-09; 0.7493; 3.9799
2000-10-28-10; 0.7151; 3.9143
2000-10-28-11; 0.7126; 3.9905
2000-10-28-12; 0.6515; 3.9907
2000-10-28-13; 0.6819; 4.1810
2000-10-28-14; 0.6283; 4.0376
2000-10-28-15; 0.6242; 4.0685
2000-10-28-16; 0.6131; 4.0306
2000-10-28-17; 0.6453; 3.9792
2000-10-28-18; 0.6328; 4.0304
2000-10-28-19; 0.6125; 3.9865
2000-10-28-20; 0.6006; 4.0202
2000-10-28-21; 0.6193; 4.0725
2000-10-28-22; 0.5792; 4.1010
2000-10-28-23; 0.6604; 4.0698
2000-10-29-00; 0.6552; 4.1095
2000-10-29-01; 0.6886; 4.1323
2000-10-29-02; 0.6906; 4.0828
2000-10-29-04; 0.7707; 4.2126
2000-10-29-05; 0.7795; 4.0799
2000-10-29-06; 0.8033; 4.1556
2000-10-29-07; 0.8228; 4.2232
2000-10-29-08; 0.7629; 4.1343
2000-10-29-09; 0.8235; 4.1772
2000-10-29-10; 0.8463; 4.1748
2000-10-29-11; 0.7388; 4.2495
2000-10-29-12; 0.7007; 4.0522
2000-10-29-13; 0.6900; 4.0363
2000-10-29-14; 0.6807; 4.0204
2000-10-29-15; 0.6792; 4.1068
2000-10-29-16; 0.6762; 4.0068
2000-10-29-17; 0.6607; 4.0735
2000-10-29-18; 0.7318; 4.0639
2000-10-29-19; 0.6765; 3.9966
2000-10-29-20; 0.7202; 4.1685
2000-10-29-21; 0.6748; 3.9753
2000-10-29-22; 0.6739; 4.0581
2000-10-29-23; 0.6703; 4.0518
2000-10-30-00; 0.7004; 4.0466
2000-10-30-01; 0.6597; 3.9378
2000-10-30-02; 0.6661; 3.9940
2000-10-30-03; 0.6533; 3.9721
2000-10-30-04; 0.6089; 3.8450
2000-10-30-05; 0.6475; 3.9497
2000-10-30-06; 0.6238; 3.8619
2000-10-30-07; 0.5993; 3.8215
2000-10-30-08; 0.5761; 3.7403
2000-10-30-09; 0.5778; 3.6651
2000-10-30-10; 0.5823; 3.6901
2000-10-30-11; 0.5616; 3.6664
2000-10-30-12; 0.5687; 3.7212
2000-10-30-13; 0.5274; 3.7313
2000-10-30-14; 0.4957; 3.7385
2000-10-30-15; 0.5201; 3.7997
2000-10-30-16; 0.4969; 3.7242
2000-10-30-17; 0.5213; 3.7281
2000-10-30-18; 0.5361; 3.7090
2000-10-30-19; 0.5806; 3.7050
2000-10-30-20; 0.5929; 3.5627
2000-10-30-21; 0.6188; 3.8088
2000-10-30-22; 0.5989; 3.7055
2000-10-30-23; 0.5581; 3.7618
2000-10-31-00; 0.5809; 3.7909
2000-10-31-01; 0.5771; 3.7021
2000-10-31-02; 0.5902; 3.7008
2000-10-31-03; 0.6422; 3.7924
2000-10-31-04; 0.6676; 3.8406
2000-10-31-05; 0.6973; 3.9933
2000-10-31-06; 0.7434; 3.9456
2000-10-31-07; 0.7988; 3.9388
2000-10-31-08; 0.7605; 4.0144
2000-10-31-09; 0.8917; 4.0890
2000-10-31-10; 0.9102; 4.1011
2000-10-31-11; 0.8987; 4.1214
2000-10-31-12; 0.9399; 4.1461
2000-10-31-13; 0.9244; 4.0259
2000-10-31-14; 0.9570; 4.2025
2000-10-31-15; 0.9793; 4.1569
2000-10-31-16; 1.0067; 4.0735
2000-10-31-17; 0.9207; 4.2250
2000-10-31-18; 0.9446; 4.2142
2000-10-31-19; 0.9526; 4.3492
2000-10-31-20; 0.9270; 4.3197
2000-10-31-21; 0.9100; 4.2704
2000-10-31-22; 0.8710; 4.3513
2000-10-31-23; 0.8235; 4.0969
2000-11-01-00; 0.8351; 4.0427
2000-11-01-01; 0.9075; 4.0061
2000-11-01-02; 1.0058; 4.0734
2000-11-01-03; 1.0844; 4.1114
2000-11-01-04; 1.1192; 4.2177
2000-11-01-05; 0.9847; 4.1213
2000-11-01-06; 0.9960; 4.2970
2000-11-01-07; 1.0327; 4.2529
2000-11-01-08; 0.9695; 4.4158
2000-11-01-09; 0.9011; 4.3411
2000-11-01-10; 0.8427; 4.3574
2000-11-01-11; 0.8653; 4.5915
2000-11-01-12; 0.8669; 4.5755
2000-11-01-13; 0.9098; 4.7998
2000-11-01-14; 1.0288; 4.9661
2000-11-01-15; 0.9693; 4.8198
2000-11-01-17; 1.0416; 4.9634
2000-11-01-18; 0.9343; 4.9853
2000-11-01-19; 1.0205; 5.1352
2000-11-01-20; 0.9440; 5.1427
2000-11-01-21; 0.9173; 4.9972
2000-11-01-22; 0.8597; 4.9725
2000-11-01-23; 0.8353; 4.9851
2000-11-02-00; 0.8355; 4.8157
2000-11-02-01; 0.9025; 4.8887
2000-11-02-02; 0.8558; 4.8883
2000-11-02-03; 0.8980; 4.6520
2000-11-02-04; 0.9317; 4.5226
2000-11-02-05; 0.9505; 4.2382
2000-11-02-06; 0.9185; 4.3022
2000-11-02-07; 0.9353; 4.2951
2000-11-02-08; 0.9126; 4.4762
2000-11-02-09; 0.9237; 4.4940
2000-11-02-10; 0.8294; 4.4139
2000-11-02-11; 0.7736; 4.3611
2000-11-02-12; 0.7640; 4.4365
2000-11-02-13; 0.8553; 4.4323
2000-11-02-14; 0.9184; 4.2321
2000-11-02-15; 1.1378; 4.5850
2000-11-02-16; 1.1982; 4.6249
2000-11-02-17; 1.1985; 4.8033
2000-11-02-18; 1.2566; 4.9198
2000-11-02-19; 1.2497; 5.0141
2000-11-02-20; 1.1396; 4.8121
2000-11-02-21; 1.1857; 4.8962
2000-11-02-22; 1.1620; 4.9154
2000-11-02-23; 1.0650; 4.6460
2000-11-03-00; 1.0742; 4.8527
2000-11-03-01; 1.0442; 4.7563
2000-11-03-02; 1.0364; 4.5094
2000-11-03-03; 0.9856; 4.4291
2000-11-03-05; 1.0108; 4.5212
2000-11-03-06; 1.0338; 4.4172
2000-11-03-07; 1.0952; 4.4425
2000-11-03-08; 1.0811; 4.4930
2000-11-03-09; 1.0364; 4.5038
2000-11-03-10; 0.9934; 4.6179
2000-11-03-11; 0.9051; 4.5681
2000-11-03-12; 0.9052; 4.7074
2000-11-03-13; 0.8018; 4.7664
2000-11-03-14; 0.8140; 4.7838
2000-11-03-15; 0.9586; 4.9607
2000-11-03-16; 1.0708; 4.8164
2000-11-03-17; 1.0598; 4.9988
2000-11-03-18; 1.2370; 4.8158
2000-11-03-19; 1.3348; 5.0576
2000-11-03-20; 1.2425; 4.8780
2000-11-03-21; 1.2304; 4.9520
2000-11-03-22; 1.1829; 4.8497
2000-11-03-23; 1.1627; 4.8578
2000-11-04-00; 1.1982; 4.7731
2000-11-04-01; 1.1813; 4.8208
2000-11-04-02; 1.1143; 4.6319
2000-11-04-03; 1.2159; 4.7648
2000-11-04-04; 1.0776; 4.5962
2000-11-04-05; 0.9670; 4.5508
2000-11-04-06; 0.9370; 4.7259
2000-11-04-07; 1.0508; 4.6278
2000-11-04-08; 1.0799; 4.5297
2000-11-04-09; 1.1599; 4.6894
2000-11-04-10; 1.2474; 4.7151
2000-11-04-11; 1.2092; 4.8280
2000-11-04-12; 1.2369; 4.7508
2000-11-04-13; 1.1417; 4.8833
2000-11-04-14; 1.3023; 5.0449
2000-11-04-15; 1.2530; 4.9219
2000-11-04-16; 1.1636; 4.9099
2000-11-04-17; 1.1778; 4.9837
2000-11-04-18; 1.1786; 5.0219
2000-11-04-19; 0.9920; 4.7142
2000-11-04-20; 1.0137; 4.8128
2000-11-04-21; 0.9139; 4.8682
2000-11-04-22; 0.8935; 4.8115
2000-11-04-23; 0.8562; 4.8670
2000-11-05-00; 0.8856; 4.9676
2000-11-05-01; 0.8202; 4.7730
2000-11-05-02; 0.7846; 4.9125
2000-11-05-03; 0.7792; 4.8783
2000-11-05-04; 0.7800; 5.0003
2000-11-05-05; 0.8037; 5.0990
2000-11-05-06; 0.7437; 5.0784
2000-11-05-07; 0.6591; 4.8585
2000-11-05-08; 0.6760; 5.0880
2000-11-05-09; 0.6628; 5.0211
2000-11-05-10; 0.5952; 4.8504
2000-11-05-11; 0.6222; 5.0168
2000-11-05-12; 0.5736; 4.9332
2000-11-05-13; 0.5775; 4.9373
2000-11-05-14; 0.5431; 5.0146
2000-11-05-15; 0.5722; 5.0861
2000-11-05-16; 0.5297; 4.9655
2000-11-05-17; 0.5606; 4.4168
2000-11-05-18; 0.5701; 4.4348
2000-11-05-19; 0.5691; 4.4505
2000-11-05-20; 0.5409; 4.1912
2000-11-05-21; 0.5795; 4.1920
2000-11-05-22; 0.5844; 4.1055
2000-11-05-23; 0.5641; 3.8343
2000-11-06-00; 0.6059; 3.7218
2000-11-06-01; 0.6229; 3.8046
2000-11-06-02; 0.7290; 3.7487
2000-11-06-03; 0.9067; 3.8648
2000-11-06-04; 1.0464; 4.0124
2000-11-06-05; 1.0214; 4.0909
2000-11-06-06; 1.2456; 4.2163
2000-11-06-07; 1.3750; 4.3770
2000-11-06-08; 1.4782; 4.4508
2000-11-06-09; 1.7035; 4.7129
2000-11-06-10; 1.7616; 4.6781
2000-11-06-11; 2.0678; 5.0467
2000-11-06-12; 1.9513; 4.9002
2000-11-06-13; 2.1536; 5.0877
2000-11-06-14; 2.2021; 5.0898
2000-11-06-15; 2.3167; 5.2846
2000-11-06-16; 2.4476; 5.5580
2000-11-06-17; 2.2826; 5.3082
2000-11-06-18; 2.4375; 5.5715
2000-11-06-19; 2.2314; 5.5353
2000-11-06-20; 2.4357; 5.7602
2000-11-06-21; 2.5410; 5.9700
2000-11-06-22; 2.4261; 5.9713
2000-11-06-23; 2.3748; 5.7975
2000-11-07-00; 2.4195; 6.0317
2000-11-07-01; 2.0753; 5.6516
2000-11-07-02; 2.2379; 5.8878
2000-11-07-03; 2.0794; 5.8667
2000-11-07-04; 1.8223; 5.4453
2000-11-07-05; 2.1314; 5.7121
2000-11-07-06; 2.1364; 5.6140
2000-11-07-07; 1.8096; 5.2616
2000-11-07-08; 1.9419; 5.3536
2000-11-07-09; 1.9296; 5.3950
2000-11-07-10; 1.9560; 5.3814
2000-11-07-11; 1.9063; 5.1461
2000-11-07-12; 1.9616; 5.2156
2000-11-07-13; 1.9499; 5.2409
2000-11-07-14; 2.0025; 5.2598
2000-11-07-15; 2.1013; 5.3239
2000-11-07-16; 1.9804; 5.3385
2000-11-07-17; 1.9261; 5.3912
2000-11-07-18; 1.8354; 5.2342
2000-11-07-19; 1.8625; 5.2696
2000-11-07-20; 1.7029; 5.1744
2000-11-07-21; 1.6839; 5.2401
2000-11-07-22; 1.6861; 5.2688
2000-11-07-23; 1.6740; 5.4258
2000-11-08-00; 1.6831; 5.2984
2000-11-08-01; 1.6698; 5.3198
2000-11-08-02; 1.6613; 5.3586
2000-11-08-03; 1.8101; 5.3850
2000-11-08-04; 1.6806; 5.0519
2000-11-08-05; 1.8818; 5.1702
2000-11-08-06; 1.9189; 5.0808
2000-11-08-07; 1.9662; 5.2280
2000-11-08-08; 2.0232; 5.3236
2000-11-08-09; 1.9904; 5.1488
2000-11-08-10; 2.0330; 5.2310
2000-11-08-11; 2.1360; 5.2951
2000-11-08-12; 1.8855; 5.0262
2000-11-08-13; 2.0241; 5.2692
2000-11-08-14; 2.0266; 5.1678
2000-11-08-15; 2.0749; 5.2318
2000-11-08-16; 2.2305; 5.4254
2000-11-08-17; 2.0779; 5.1271
2000-11-08-18; 2.3769; 5.5125
2000-11-08-19; 2.5279; 5.7789
2000-11-08-20; 2.7933; 6.0358
2000-11-08-21; 2.5665; 5.9572
2000-11-08-22; 2.4306; 5.8343
2000-11-08-23; 2.3269; 5.8084
2000-11-09-00; 2.2692; 6.0075
2000-11-09-01; 2.4190; 6.1276
2000-11-09-02; 2.1704; 5.8389
2000-11-09-03; 2.0094; 5.7447
2000-11-09-04; 1.9588; 5.4311
2000-11-09-05; 2.1792; 5.8184
2000-11-09-06; 2.0737; 5.6152
2000-11-09-07; 2.3674; 5.7449
2000-11-09-08; 2.3568; 5.5454
2000-11-09-09; 2.4262; 5.7050
2000-11-09-10; 2.7443; 5.8490
2000-11-09-11; 2.9343; 6.1659
2000-11-09-12; 2.9313; 6.0263
2000-11-09-13; 2.7087; 5.8996
2000-11-09-14; 2.7329; 6.0006
2000-11-09-15; 2.7161; 5.6698
2000-11-09-16; 2.8061; 5.9490
2000-11-09-17; 2.8152; 6.0817
2000-11-09-18; 2.7438; 6.1725
2000-11-09-19; 3.5569; 7.1898
2000-11-09-20; 3.2209; 6.9556
2000-11-09-21; 2.8174; 6.9243
2000-11-09-22; 3.0181; 6.9492
2000-11-09-23; 2.8110; 6.9669
2000-11-10-00; 2.7378; 7.0871
2000-11-10-01; 2.5781; 7.0180
2000-11-10-02; 2.5858; 7.0369
2000-11-10-03; 2.6335; 7.0820
2000-11-10-04; 2.8633; 7.4218
2000-11-10-05; 2.5119; 7.1801
2000-11-10-06; 2.4090; 7.1697
2000-11-10-07; 2.3666; 7.0293
2000-11-10-08; 2.4737; 7.1393
2000-11-10-09; 2.0850; 6.6458
2000-11-10-10; 1.9231; 6.5048
2000-11-10-11; 1.8103; 6.5163
2000-11-10-12; 1.8545; 6.4010
2000-11-10-13; 1.7699; 6.1901
2000-11-10-14; 1.5727; 5.8560
2000-11-10-15; 1.5710; 5.7933
2000-11-10-16; 1.4240; 5.6329
2000-11-10-17; 1.5007; 5.4924
2000-11-10-18; 1.3822; 5.3417
2000-11-10-19; 1.2880; 5.2323
2000-11-10-20; 1.3091; 5.1709
2000-11-10-21; 1.2733; 4.7842
2000-11-10-22; 1.2817; 4.6346
2000-11-10-23; 1.2806; 4.6229
2000-11-11-00; 1.1508; 4.4292
2000-11-11-01; 1.0642; 4.4475
2000-11-11-02; 1.0733; 4.4908
2000-11-11-03; 0.9718; 4.4675
2000-11-11-04; 0.9228; 4.4517
2000-11-11-05; 0.9434; 4.5968
2000-11-11-06; 0.8828; 4.5214
2000-11-11-07; 0.8019; 4.4892
2000-11-11-08; 0.8344; 4.5350
2000-11-11-09; 0.8064; 4.6912
2000-11-11-10; 0.7724; 4.7921
2000-11-11-11; 0.7279; 4.6256
2000-11-11-12; 0.7501; 4.5940
2000-11-11-13; 0.7154; 4.5962
2000-11-11-14; 0.6854; 4.4279
2000-11-11-15; 0.6397; 4.3028
2000-11-11-16; 0.6384; 4.2061
2000-11-11-17; 0.5740; 4.1185
2000-11-11-18; 0.5993; 4.0760
2000-11-11-19; 0.5743; 3.8391
2000-11-11-20; 0.6222; 3.8014
2000-11-11-21; 0.5905; 3.6321
2000-11-11-22; 0.6069; 3.6915
2000-11-11-23; 0.6009; 3.6996
2000-11-12-00; 0.5570; 3.7782
2000-11-12-01; 0.5361; 3.7668
2000-11-12-02; 0.5065; 3.6299
2000-11-12-03; 0.5096; 3.7663
2000-11-12-04; 0.4826; 3.6765
2000-11-12-05; 0.4534; 3.8535
2000-11-12-06; 0.4413; 3.8508
2000-11-12-07; 0.4317; 3.8161
2000-11-12-08; 0.4185; 3.7313
2000-11-12-09; 0.3820; 4.0417
2000-11-12-10; 0.4122; 4.0024
2000-11-12-11; 0.3468; 3.9632
2000-11-12-12; 0.3444; 4.3416
2000-11-12-13; 0.3374; 4.2928
2000-11-12-14; 0.3374; 4.2374
2000-11-12-15; 0.3670; 4.4036
2000-11-12-16; 0.3938; 4.4898
2000-11-12-17; 0.4329; 4.4701
2000-11-12-18; 0.4587; 4.3756
2000-11-12-19; 0.4423; 4.1942
2000-11-12-20; 0.4704; 3.9737
2000-11-12-21; 0.4855; 3.7228
2000-11-12-22; 0.4746; 3.7136
2000-11-12-23; 0.4548; 3.5562
2000-11-13-00; 0.4635; 3.4933
2000-11-13-01; 0.4708; 3.5389
2000-11-13-02; 0.4801; 3.3989
2000-11-13-03; 0.5100; 3.3527
2000-11-13-04; 0.5151; 3.4377
2000-11-13-05; 0.5428; 3.4758
2000-11-13-06; 0.5663; 3.5161
2000-11-13-07; 0.6597; 3.5898
2000-11-13-08; 0.7221; 3.8033
2000-11-13-09; 0.7010; 3.8048
2000-11-13-10; 0.6739; 3.9415
2000-11-13-11; 0.6372; 3.8998
2000-11-13-12; 0.6366; 3.7917
2000-11-13-13; 0.6500; 3.9341
2000-11-13-14; 0.6003; 3.8455
2000-11-13-15; 0.6226; 3.9218
2000-11-13-16; 0.6874; 3.8307
2000-11-13-17; 0.6795; 3.6956
2000-11-13-18; 0.7339; 3.8194
2000-11-13-19; 0.8756; 3.9339
2000-11-13-20; 0.8942; 3.9934
2000-11-13-21; 0.9849; 4.1235
2000-11-13-22; 0.9639; 4.2157
2000-11-13-23; 0.8908; 4.2436
2000-11-14-00; 0.9828; 4.3710
2000-11-14-01; 1.0548; 4.5692
2000-11-14-02; 1.0310; 4.4891
2000-11-14-03; 0.8804; 4.3431
2000-11-14-04; 0.9881; 4.4233
2000-11-14-05; 0.9477; 4.4127
2000-11-14-06; 0.9433; 3.9376
2000-11-14-07; 0.9689; 3.8861
2000-11-14-08; 1.0303; 3.8756
2000-11-14-09; 1.1075; 4.1880
2000-11-14-10; 1.3665; 4.5364
2000-11-14-11; 1.4884; 4.7897
2000-11-14-12; 1.8358; 5.2124
2000-11-14-13; 2.0327; 5.3472
2000-11-14-14; 2.2893; 5.3586
2000-11-14-15; 2.1841; 5.3328
2000-11-14-16; 2.3698; 5.4772
2000-11-14-17; 2.4537; 5.5634
2000-11-14-18; 2.8049; 5.8205
2000-11-14-19; 2.7279; 5.9518
2000-11-14-20; 2.4539; 5.8505
2000-11-14-21; 2.7274; 5.8895
2000-11-14-22; 2.6906; 6.0102
2000-11-14-23; 2.8538; 6.3218
2000-11-15-00; 2.5646; 6.1080
2000-11-15-01; 2.4664; 5.9162
2000-11-15-02; 2.6437; 6.2497
2000-11-15-03; 2.3812; 6.1063
2000-11-15-04; 2.1571; 5.7799
2000-11-15-05; 2.1370; 5.9321
2000-11-15-06; 1.8973; 5.7142
2000-11-15-07; 1.7542; 5.4947
2000-11-15-08; 1.5649; 5.5118
2000-11-15-09; 1.7315; 5.5674
2000-11-15-10; 1.4215; 5.4055
2000-11-15-11; 1.3545; 5.3568
2000-11-15-12; 1.2743; 5.1572
2000-11-15-13; 1.2559; 5.1990
2000-11-15-14; 1.0957; 4.7699
2000-11-15-15; 1.0155; 4.6981
2000-11-15-16; 0.9905; 4.7894
2000-11-15-17; 1.0843; 4.7815
