time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2010-03-05-01; 0.7445; 4.3864
2010-03-05-02; 0.9307; 4.7214
2010-03-05-03; 0.8940; 4.6652
2010-03-05-04; 0.8843; 4.7257
2010-03-05-05; 0.8553; 4.7149
2010-03-05-06; 0.9052; 4.6944
2010-03-05-07; 0.8443; 4.6829
2010-03-05-08; 0.6844; 4.5590
2010-03-05-09; 0.6774; 4.4499
2010-03-05-10; 0.6197; 4.4176
2010-03-05-11; 0.5915; 4.2203
2010-03-05-12; 0.5844; 4.1065
2010-03-05-13; 0.5936; 3.9907
2010-03-05-14; 0.5966; 3.9073
2010-03-05-15; 0.5857; 3.7721
2010-03-05-16; 0.6041; 3.8887
2010-03-05-17; 0.6229; 3.8231
2010-03-05-18; 0.6072; 3.7524
2010-03-05-19; 0.6159; 3.8452
2010-03-05-20; 0.6631; 3.7788
2010-03-05-21; 0.6667; 3.9093
2010-03-05-22; 0.6932; 3.9036
2010-03-05-23; 0.7171; 3.9268
2010-03-06-00; 0.7402; 4.0532
2010-03-06-01; 0.7106; 4.0340
2010-03-06-02; 0.7477; 4.2383
2010-03-06-03; 0.8028; 4.1153
2010-03-06-04; 0.7665; 4.0637
2010-03-06-05; 0.7621; 4.0778
2010-03-06-06; 0.8487; 4.0970
2010-03-06-07; 0.7965; 4.0317
2010-03-06-08; 0.8456; 3.9159
2010-03-06-09; 0.8110; 3.9464
2010-03-06-10; 0.7780; 3.8818
2010-03-06-11; 0.7987; 3.8853
2010-03-06-12; 0.7988; 3.7520
2010-03-06-13; 0.9237; 3.8138
2010-03-06-14; 0.9343; 3.8422
2010-03-06-15; 0.9992; 3.8991
2010-03-06-16; 0.9255; 3.9914
2010-03-06-17; 0.9721; 3.9496
2010-03-06-18; 0.9722; 4.0657
2010-03-06-19; 0.9744; 4.0916
2010-03-06-20; 0.9903; 4.0346
2010-03-06-21; 0.9376; 4.0608
2010-03-06-22; 0.9263; 4.1755
2010-03-06-23; 0.8829; 4.0901
2010-03-07-00; 0.8902; 4.1549
2010-03-07-01; 0.8323; 4.1034
2010-03-07-02; 0.7764; 4.1004
2010-03-07-03; 0.8181; 4.2265
2010-03-07-04; 0.7839; 4.2577
2010-03-07-05; 0.7597; 4.2700
2010-03-07-06; 0.7756; 4.2827
2010-03-07-07; 0.6935; 4.1816
2010-03-07-08; 0.7038; 4.0892
2010-03-07-09; 0.6857; 4.2050
2010-03-07-10; 0.7413; 4.3895
2010-03-07-11; 0.7041; 4.2255
2010-03-07-12; 0.6951; 4.1082
2010-03-07-13; 0.6604; 4.0738
2010-03-07-14; 0.6655; 3.9629
2010-03-07-15; 0.6664; 3.8411
2010-03-07-16; 0.6596; 3.8335
2010-03-07-17; 0.6413; 3.7064
2010-03-07-18; 0.7177; 3.7417
2010-03-07-19; 0.7287; 3.7023
2010-03-07-20; 0.7865; 3.7726
2010-03-07-21; 0.8529; 3.7181
2010-03-07-22; 0.8616; 3.8410
2010-03-07-23; 0.9087; 3.8964
2010-03-08-00; 0.8632; 4.0479
2010-03-08-01; 0.8861; 4.0093
2010-03-08-02; 0.7851; 3.8976
2010-03-08-03; 0.7448; 3.9739
2010-03-08-04; 0.7071; 3.9787
2010-03-08-05; 0.6805; 4.0345
2010-03-08-06; 0.6558; 4.0062
2010-03-08-07; 0.6419; 3.9464
2010-03-08-08; 0.6286; 4.0180
2010-03-08-09; 0.6226; 4.0917
2010-03-08-10; 0.6154; 4.1204
2010-03-08-11; 0.6072; 4.0917
2010-03-08-12; 0.6306; 4.2429
2010-03-08-13; 0.6293; 4.2578
2010-03-08-14; 0.6262; 4.3753
2010-03-08-15; 0.6008; 4.3073
2010-03-08-16; 0.5939; 4.1736
2010-03-08-17; 0.6852; 4.3272
2010-03-08-18; 0.5747; 3.9942
2010-03-08-19; 0.5673; 3.9775
2010-03-08-20; 0.5837; 4.0756
2010-03-08-21; 0.6079; 3.8858
2010-03-08-22; 0.6334; 3.7054
2010-03-08-23; 0.7224; 3.8036
2010-03-09-00; 0.8052; 3.9321
2010-03-09-01; 0.7973; 4.0029
2010-03-09-02; 0.8772; 3.9824
2010-03-09-03; 0.8080; 4.0758
2010-03-09-04; 0.8259; 4.0749
2010-03-09-05; 0.8160; 4.1614
2010-03-09-06; 0.7144; 4.1250
2010-03-09-07; 0.7586; 4.1299
2010-03-09-08; 0.7890; 4.1844
2010-03-09-09; 0.8060; 4.0625
2010-03-09-10; 0.8482; 4.1539
2010-03-09-11; 0.7892; 4.2018
2010-03-09-12; 0.7565; 4.2123
2010-03-09-13; 0.7436; 4.2848
2010-03-09-14; 0.7920; 4.3887
2010-03-09-15; 0.8116; 4.3810
2010-03-09-16; 0.7309; 4.2071
2010-03-09-17; 0.8359; 4.1995
2010-03-09-18; 0.8564; 4.1759
2010-03-09-19; 1.0265; 4.2165
2010-03-09-20; 1.0078; 4.2190
2010-03-09-21; 1.0095; 4.2922
2010-03-09-22; 1.1481; 4.2929
2010-03-09-23; 1.2202; 4.3991
2010-03-10-00; 1.2304; 4.4189
2010-03-10-01; 1.2973; 4.5775
2010-03-10-02; 1.2257; 4.7247
2010-03-10-03; 1.2383; 4.6910
2010-03-10-04; 1.1696; 4.6381
2010-03-10-05; 1.3776; 5.0132
2010-03-10-06; 1.2911; 5.0350
2010-03-10-07; 1.3840; 5.3421
2010-03-10-08; 1.3396; 5.3604
2010-03-10-09; 1.5615; 5.5112
2010-03-10-10; 1.4194; 5.1920
2010-03-10-11; 1.8420; 5.7962
2010-03-10-12; 2.0894; 6.1242
2010-03-10-13; 2.3075; 6.3356
2010-03-10-14; 1.8788; 5.9411
2010-03-10-15; 2.0130; 6.0670
2010-03-10-16; 1.9522; 6.2236
2010-03-10-17; 1.8979; 6.0512
2010-03-10-18; 1.9435; 6.0991
2010-03-10-19; 1.7740; 6.0305
2010-03-10-20; 1.8022; 6.0474
2010-03-10-21; 1.7279; 5.9869
2010-03-10-22; 1.6593; 5.7619
2010-03-10-23; 1.6000; 5.7512
2010-03-11-00; 1.5370; 5.7060
2010-03-11-01; 1.5839; 5.6392
2010-03-11-02; 1.3904; 5.4654
2010-03-11-03; 1.4916; 5.4158
2010-03-11-04; 1.5010; 5.3015
2010-03-11-05; 1.4212; 5.1759
2010-03-11-06; 1.6461; 5.4883
2010-03-11-07; 1.4552; 5.3469
2010-03-11-08; 1.4553; 5.2320
2010-03-11-09; 1.4947; 5.4597
2010-03-11-10; 1.5398; 5.5358
2010-03-11-11; 1.4669; 5.5573
2010-03-11-12; 1.5702; 5.9203
2010-03-11-13; 1.5109; 5.8718
2010-03-11-14; 1.6148; 6.1093
2010-03-11-15; 1.4437; 5.8617
2010-03-11-16; 1.6583; 6.0855
2010-03-11-17; 1.7129; 6.3465
2010-03-11-18; 1.5116; 5.8601
2010-03-11-19; 1.3545; 5.8352
2010-03-11-20; 1.4088; 5.8669
2010-03-11-21; 1.4864; 5.9751
2010-03-11-22; 1.3782; 5.8157
2010-03-11-23; 1.3559; 5.9290
2010-03-12-00; 1.2655; 5.7577
2010-03-12-01; 1.3015; 5.6483
2010-03-12-02; 1.3259; 5.7479
2010-03-12-03; 1.3026; 5.7781
2010-03-12-04; 1.2130; 5.7560
2010-03-12-05; 1.2674; 5.7115
2010-03-12-06; 1.2764; 4.6945
2010-03-12-07; 1.2755; 4.7594
2010-03-12-08; 1.1147; 5.0562
2010-03-12-09; 1.1060; 5.1825
2010-03-12-10; 1.0716; 5.1805
2010-03-12-11; 0.9692; 5.1112
2010-03-12-12; 0.9798; 5.1633
2010-03-12-13; 0.9474; 4.8263
2010-03-12-14; 1.1543; 4.3916
2010-03-12-15; 1.4154; 4.3940
2010-03-12-16; 1.4494; 4.5832
2010-03-12-17; 1.6719; 4.7898
2010-03-12-18; 1.7281; 4.8063
2010-03-12-19; 1.7293; 4.7534
2010-03-12-20; 1.7671; 4.6904
2010-03-12-21; 2.3467; 5.1240
2010-03-12-22; 2.2114; 5.0571
2010-03-12-23; 2.0783; 5.1413
2010-03-13-00; 2.1745; 5.3246
2010-03-13-01; 2.1996; 5.3760
2010-03-13-02; 2.2377; 5.5563
2010-03-13-03; 2.1997; 5.6554
2010-03-13-04; 2.1017; 5.6108
2010-03-13-05; 2.1717; 5.7017
2010-03-13-06; 2.1386; 5.6286
2010-03-13-07; 2.2468; 5.7815
2010-03-13-08; 2.4742; 5.8619
2010-03-13-09; 2.6609; 6.1100
2010-03-13-10; 2.6157; 6.0605
2010-03-13-11; 2.5759; 6.0518
2010-03-13-12; 2.5581; 6.2663
2010-03-13-13; 2.3785; 6.1887
2010-03-13-14; 2.5147; 6.4217
2010-03-13-15; 2.4763; 6.5284
2010-03-13-16; 2.0061; 6.1131
2010-03-13-17; 2.0161; 6.0591
2010-03-13-18; 1.9774; 5.8860
2010-03-13-19; 1.7895; 5.4801
2010-03-13-20; 1.7741; 5.3351
2010-03-13-21; 1.8484; 5.0498
2010-03-13-22; 1.8499; 5.0712
2010-03-13-23; 1.9025; 5.1068
2010-03-14-00; 2.1068; 5.3064
2010-03-14-01; 2.3045; 5.4283
2010-03-14-02; 2.0567; 5.2780
2010-03-14-03; 2.1136; 5.3778
2010-03-14-04; 2.0330; 5.5149
2010-03-14-05; 1.9701; 5.5561
2010-03-14-06; 1.9424; 5.7116
2010-03-14-07; 1.6872; 5.5808
2010-03-14-08; 1.7861; 5.6364
2010-03-14-09; 1.5160; 5.6143
2010-03-14-10; 1.5175; 5.4869
2010-03-14-11; 1.4665; 5.5129
2010-03-14-12; 1.4433; 5.5599
2010-03-14-13; 1.3772; 5.3945
2010-03-14-14; 1.3524; 5.4460
2010-03-14-15; 1.2605; 5.5516
2010-03-14-16; 1.2185; 5.3312
2010-03-14-17; 1.1552; 5.2465
2010-03-14-18; 1.0490; 5.1071
2010-03-14-19; 0.9508; 4.9064
2010-03-14-20; 1.0049; 5.0615
2010-03-14-21; 0.8570; 4.8151
2010-03-14-22; 0.8452; 4.8091
2010-03-14-23; 0.7391; 4.8421
2010-03-15-00; 0.7417; 4.6835
2010-03-15-01; 0.7349; 4.7620
2010-03-15-02; 0.6439; 4.6304
2010-03-15-03; 0.6277; 4.7379
2010-03-15-04; 0.5769; 4.7176
2010-03-15-05; 0.5773; 4.7275
2010-03-15-06; 0.5468; 4.6027
2010-03-15-07; 0.5082; 4.6974
2010-03-15-08; 0.4682; 4.6156
2010-03-15-09; 0.4083; 4.5785
2010-03-15-10; 0.4204; 4.4592
2010-03-15-11; 0.3908; 4.5352
2010-03-15-12; 0.3799; 4.3839
2010-03-15-13; 0.3670; 4.5963
2010-03-15-14; 0.3277; 4.5065
2010-03-15-15; 0.3203; 4.4761
2010-03-15-16; 0.3143; 4.5969
2010-03-15-17; 0.2949; 4.3385
2010-03-15-18; 0.2891; 4.5241
2010-03-15-19; 0.2693; 4.4254
2010-03-15-20; 0.2915; 3.9262
2010-03-15-21; 0.2745; 3.7921
2010-03-15-22; 0.2633; 3.7723
2010-03-15-23; 0.2774; 3.9362
2010-03-16-00; 0.3056; 3.7099
2010-03-16-01; 0.3082; 3.7655
2010-03-16-02; 0.3841; 3.8718
2010-03-16-03; 0.3999; 4.0564
2010-03-16-04; 0.3943; 3.9839
2010-03-16-05; 0.4331; 3.9349
2010-03-16-06; 0.4294; 3.7672
2010-03-16-07; 0.5049; 3.5311
2010-03-16-08; 0.6232; 3.5224
2010-03-16-09; 0.6512; 3.5137
2010-03-16-10; 0.8913; 3.6330
2010-03-16-11; 0.8724; 3.7847
2010-03-16-12; 0.9471; 3.9416
2010-03-16-13; 1.0597; 4.1057
2010-03-16-14; 1.0273; 4.0751
2010-03-16-15; 1.0261; 4.1901
2010-03-16-16; 0.9707; 4.2711
2010-03-16-17; 0.9873; 4.2562
2010-03-16-18; 0.9635; 4.2589
2010-03-16-19; 0.9150; 4.3188
2010-03-16-20; 0.7805; 4.2861
2010-03-16-21; 0.7751; 4.3597
2010-03-16-22; 0.8257; 4.3231
2010-03-16-23; 0.7655; 4.4083
2010-03-17-00; 0.7697; 4.4219
2010-03-17-01; 0.7360; 4.3330
2010-03-17-02; 0.8018; 4.1533
2010-03-17-03; 0.8538; 4.2848
2010-03-17-04; 0.9836; 4.3322
2010-03-17-05; 1.3265; 4.5711
2010-03-17-06; 1.1785; 4.5820
2010-03-17-07; 1.1849; 4.6420
2010-03-17-08; 1.2186; 4.6603
2010-03-17-09; 1.2519; 4.6810
2010-03-17-10; 1.3753; 4.9738
2010-03-17-11; 1.3084; 4.8932
2010-03-17-12; 1.3596; 4.8606
2010-03-17-13; 1.3278; 4.7832
2010-03-17-14; 1.6253; 5.2047
2010-03-17-15; 1.2890; 4.8669
2010-03-17-16; 1.4235; 4.9523
2010-03-17-17; 1.2995; 4.8663
2010-03-17-18; 1.3404; 4.8857
2010-03-17-19; 1.2485; 4.7763
2010-03-17-20; 1.3961; 4.8232
2010-03-17-21; 1.4123; 5.1187
2010-03-17-22; 1.3284; 5.0805
2010-03-17-23; 1.3545; 5.1767
2010-03-18-00; 1.3491; 5.2189
2010-03-18-01; 1.1928; 5.0964
2010-03-18-02; 1.0566; 4.9777
2010-03-18-03; 1.0760; 5.1012
2010-03-18-04; 1.0441; 5.0068
2010-03-18-05; 0.9745; 4.9934
2010-03-18-06; 0.8287; 4.5517
2010-03-18-07; 0.8548; 4.7082
2010-03-18-08; 0.7815; 4.3804
2010-03-18-09; 0.9010; 4.0394
2010-03-18-10; 1.0118; 4.0426
2010-03-18-11; 1.0196; 4.0852
2010-03-18-12; 1.0150; 4.1206
2010-03-18-13; 0.9716; 4.0156
2010-03-18-14; 0.9490; 4.0738
2010-03-18-15; 1.0074; 4.2115
2010-03-18-16; 1.1890; 4.2827
2010-03-18-17; 1.3416; 4.3887
2010-03-18-18; 1.2322; 4.5314
2010-03-18-19; 1.1445; 4.5075
2010-03-18-20; 1.0830; 4.5238
2010-03-18-21; 1.0224; 4.5497
2010-03-18-22; 1.0267; 4.5500
2010-03-18-23; 1.0422; 4.4887
2010-03-19-00; 1.0135; 4.5907
2010-03-19-01; 1.0066; 4.5329
2010-03-19-02; 0.9779; 4.3858
2010-03-19-03; 0.9906; 4.4632
2010-03-19-04; 0.8834; 4.3461
2010-03-19-05; 0.8625; 4.4035
2010-03-19-06; 0.8441; 4.4205
2010-03-19-07; 0.7876; 4.4216
2010-03-19-08; 0.6283; 4.2813
2010-03-19-09; 0.6786; 4.3009
2010-03-19-10; 0.6283; 4.4524
2010-03-19-11; 0.6709; 4.5118
2010-03-19-12; 0.6456; 4.4181
2010-03-19-13; 0.6026; 4.5946
2010-03-19-14; 0.5830; 4.4752
2010-03-19-15; 0.5577; 4.5578
2010-03-19-16; 0.5147; 4.5334
2010-03-19-17; 0.5001; 4.4911
2010-03-19-18; 0.4721; 4.4203
2010-03-19-19; 0.4413; 4.4186
2010-03-19-20; 0.4275; 4.5555
2010-03-19-21; 0.3923; 4.6020
2010-03-19-22; 0.3923; 4.3460
2010-03-19-23; 0.3620; 4.0954
2010-03-20-00; 0.4044; 3.8815
2010-03-20-01; 0.3989; 3.5888
2010-03-20-02; 0.4459; 3.4705
2010-03-20-03; 0.4432; 3.5329
2010-03-20-04; 0.4936; 3.4512
2010-03-20-05; 0.5986; 3.5518
2010-03-20-06; 0.6419; 3.6162
2010-03-20-07; 0.7168; 3.6325
2010-03-20-08; 0.8420; 3.7057
2010-03-20-09; 0.7823; 3.7662
2010-03-20-10; 1.0191; 3.9722
2010-03-20-11; 0.9734; 3.9515
2010-03-20-12; 0.8904; 4.0054
2010-03-20-13; 0.8998; 4.2486
2010-03-20-14; 0.9309; 4.3077
2010-03-20-15; 0.9194; 4.4305
2010-03-20-16; 0.8125; 4.3330
2010-03-20-17; 1.0083; 4.4806
2010-03-20-18; 1.0397; 4.4752
2010-03-20-19; 1.0502; 4.3870
2010-03-20-20; 1.1280; 4.4774
2010-03-20-21; 1.1139; 4.4783
2010-03-20-22; 1.1703; 4.6716
2010-03-20-23; 1.3018; 4.8692
2010-03-21-00; 1.4407; 5.0645
2010-03-21-01; 1.5835; 5.0186
2010-03-21-02; 1.7016; 5.2524
2010-03-21-03; 1.8439; 5.3681
2010-03-21-04; 1.7284; 5.2272
2010-03-21-05; 1.7690; 5.2299
2010-03-21-06; 1.4270; 5.0890
2010-03-21-07; 1.4913; 4.8691
2010-03-21-08; 1.5991; 4.8544
2010-03-21-09; 1.7157; 4.7825
2010-03-21-10; 2.1355; 4.9036
2010-03-21-11; 2.5612; 5.2344
2010-03-21-12; 2.5647; 5.2691
2010-03-21-13; 3.2330; 5.8684
2010-03-21-14; 3.4038; 6.2531
2010-03-21-15; 3.7501; 6.5710
2010-03-21-16; 3.6065; 6.4296
2010-03-21-17; 4.2224; 7.0844
2010-03-21-18; 4.2310; 7.0773
2010-03-21-19; 3.9432; 6.8704
2010-03-21-20; 3.7697; 7.0347
2010-03-21-21; 3.4616; 6.7641
2010-03-21-22; 3.6141; 7.0155
2010-03-21-23; 4.2282; 7.4750
2010-03-22-00; 3.9716; 7.3631
2010-03-22-01; 3.9453; 7.2660
2010-03-22-02; 3.7597; 7.1799
2010-03-22-03; 3.6680; 7.1509
2010-03-22-04; 3.3886; 6.7382
2010-03-22-05; 3.6238; 7.0799
2010-03-22-06; 3.5721; 7.1180
2010-03-22-07; 3.0950; 6.7400
2010-03-22-08; 3.3212; 6.9365
2010-03-22-09; 3.1987; 6.6425
2010-03-22-10; 3.4308; 6.8071
2010-03-22-11; 3.2987; 6.5267
2010-03-22-12; 3.1833; 6.6155
2010-03-22-13; 3.0728; 6.4238
2010-03-22-14; 3.0120; 6.2115
2010-03-22-15; 3.2098; 6.4987
2010-03-22-16; 2.9048; 6.2515
2010-03-22-17; 2.8795; 6.1795
2010-03-22-18; 2.7221; 6.0347
2010-03-22-19; 2.7805; 6.0354
2010-03-22-20; 2.6298; 5.9298
2010-03-22-21; 2.7275; 5.9421
2010-03-22-22; 2.5549; 6.0248
2010-03-22-23; 2.4661; 5.8678
2010-03-23-00; 2.3075; 5.8589
2010-03-23-01; 2.1846; 5.9092
2010-03-23-02; 2.0872; 5.8089
2010-03-23-03; 2.0049; 5.7920
2010-03-23-04; 1.7498; 5.7520
2010-03-23-05; 1.7339; 5.7157
2010-03-23-06; 1.5499; 5.6637
2010-03-23-07; 1.5110; 5.5537
2010-03-23-08; 1.4010; 5.5710
2010-03-23-09; 1.3471; 5.5764
2010-03-23-10; 1.2885; 5.5802
2010-03-23-11; 1.1489; 5.3903
2010-03-23-12; 1.0893; 5.2884
2010-03-23-13; 1.1490; 5.4166
2010-03-23-14; 1.0663; 5.3444
2010-03-23-15; 1.0455; 5.1584
2010-03-23-16; 1.0045; 5.1825
2010-03-23-17; 0.9682; 5.1257
2010-03-23-18; 0.8653; 4.9900
2010-03-23-19; 0.8463; 4.9041
2010-03-23-20; 0.7004; 4.7959
2010-03-23-21; 0.7738; 4.9652
2010-03-23-22; 0.6543; 4.8924
2010-03-23-23; 0.6634; 5.0222
2010-03-24-00; 0.6344; 4.8787
2010-03-24-01; 0.6195; 5.0473
2010-03-24-02; 0.5996; 4.6128
2010-03-24-03; 0.5694; 4.4459
2010-03-24-04; 0.5925; 4.2033
2010-03-24-05; 0.6486; 3.9534
2010-03-24-06; 0.6573; 3.9986
2010-03-24-07; 0.6484; 3.9906
2010-03-24-08; 0.6201; 3.8440
2010-03-24-09; 0.6380; 3.7792
2010-03-24-10; 0.5627; 3.4479
2010-03-24-11; 0.6473; 3.4388
2010-03-24-12; 0.8467; 3.5611
2010-03-24-13; 0.8964; 3.7750
2010-03-24-14; 0.8967; 3.8581
2010-03-24-15; 0.8799; 3.8539
2010-03-24-16; 0.8528; 4.0417
2010-03-24-17; 0.8588; 4.2351
2010-03-24-18; 0.9272; 4.4749
2010-03-24-19; 1.0248; 4.4958
2010-03-24-20; 1.0191; 4.6038
2010-03-24-21; 0.9937; 4.5296
2010-03-24-22; 0.9417; 4.5358
2010-03-24-23; 0.9848; 4.7600
2010-03-25-00; 1.0311; 4.8492
2010-03-25-01; 1.0654; 4.9767
2010-03-25-02; 1.0909; 4.6905
2010-03-25-03; 1.1371; 4.5152
2010-03-25-04; 1.2374; 4.5140
2010-03-25-05; 1.2631; 4.4514
2010-03-25-06; 1.3260; 4.5690
2010-03-25-07; 1.3724; 4.7112
2010-03-25-08; 1.2555; 4.7003
2010-03-25-09; 1.2836; 4.7809
2010-03-25-10; 1.2009; 4.8036
2010-03-25-11; 1.1645; 4.7141
2010-03-25-12; 1.2172; 4.7027
2010-03-25-13; 1.1698; 4.8217
2010-03-25-14; 1.1800; 4.8925
2010-03-25-15; 1.1374; 4.8086
2010-03-25-16; 1.1605; 4.6596
2010-03-25-17; 1.2149; 4.8049
2010-03-25-18; 1.2025; 4.7060
2010-03-25-19; 1.2157; 4.6269
2010-03-25-20; 1.2132; 4.7405
2010-03-25-21; 1.0833; 4.6967
2010-03-25-22; 1.0680; 4.7764
2010-03-25-23; 1.0998; 5.0424
2010-03-26-00; 0.9975; 5.0223
2010-03-26-01; 0.9136; 4.9803
2010-03-26-02; 0.9259; 5.1420
2010-03-26-03; 0.8105; 4.9558
2010-03-26-04; 0.8519; 5.1299
2010-03-26-05; 0.7895; 5.0288
2010-03-26-06; 0.7585; 4.5540
2010-03-26-07; 0.7782; 4.3159
2010-03-26-08; 0.7617; 3.9679
2010-03-26-09; 0.8749; 3.7873
2010-03-26-10; 0.9652; 3.8936
2010-03-26-11; 1.0525; 4.1355
2010-03-26-12; 1.0525; 4.2022
2010-03-26-13; 1.1751; 4.4642
2010-03-26-14; 1.1514; 4.4730
2010-03-26-15; 1.2873; 4.6852
2010-03-26-16; 1.2795; 4.7637
2010-03-26-17; 1.3256; 4.9275
2010-03-26-18; 1.2314; 5.1239
2010-03-26-19; 1.3253; 5.3672
2010-03-26-20; 1.3058; 5.4587
2010-03-26-21; 1.3017; 5.5190
2010-03-26-22; 1.2599; 5.3952
2010-03-26-23; 1.1907; 5.4585
2010-03-27-00; 1.2490; 5.5791
2010-03-27-01; 1.2355; 5.4624
2010-03-27-02; 1.1101; 5.3884
2010-03-27-03; 1.1488; 5.3204
2010-03-27-04; 1.0395; 5.1422
2010-03-27-05; 1.0418; 5.2405
2010-03-27-06; 0.9954; 5.1528
2010-03-27-07; 1.0084; 5.1639
2010-03-27-08; 0.9913; 5.0914
2010-03-27-09; 1.0160; 5.2544
2010-03-27-10; 0.9508; 5.1782
2010-03-27-11; 0.8489; 4.8998
2010-03-27-12; 0.7803; 4.8219
2010-03-27-13; 0.7064; 4.7937
2010-03-27-14; 0.6842; 4.7449
2010-03-27-15; 0.6736; 4.6100
2010-03-27-16; 0.6501; 4.6254
2010-03-27-17; 0.6472; 4.3084
2010-03-27-18; 0.5546; 4.3110
2010-03-27-19; 0.5370; 4.2816
2010-03-27-20; 0.4819; 4.2383
2010-03-27-21; 0.4920; 4.2668
2010-03-27-22; 0.4459; 4.1633
2010-03-27-23; 0.4216; 4.4125
2010-03-28-00; 0.4329; 4.2252
2010-03-28-01; 0.4704; 4.2909
2010-03-28-02; 0.4652; 4.4426
2010-03-28-03; 0.4352; 4.2377
2010-03-28-04; 0.4855; 4.0495
2010-03-28-05; 0.4867; 4.1193
2010-03-28-06; 0.4530; 4.0976
2010-03-28-07; 0.4483; 4.2942
2010-03-28-08; 0.4786; 4.2375
2010-03-28-09; 0.5647; 4.1882
2010-03-28-10; 0.5368; 4.3765
2010-03-28-11; 0.5661; 4.5400
2010-03-28-12; 0.5924; 4.5441
2010-03-28-13; 0.5759; 4.6150
2010-03-28-14; 0.6205; 4.8294
2010-03-28-15; 0.6566; 4.8782
2010-03-28-16; 0.6214; 4.6515
2010-03-28-17; 0.6380; 4.0852
2010-03-28-18; 0.8642; 3.8172
2010-03-28-19; 1.0792; 4.0257
2010-03-28-20; 1.2163; 4.1598
2010-03-28-21; 1.1439; 4.2676
2010-03-28-22; 1.1660; 4.3505
2010-03-28-23; 1.2010; 4.5274
2010-03-29-00; 1.2374; 4.6562
2010-03-29-01; 1.2242; 4.7463
2010-03-29-02; 1.3688; 4.9423
2010-03-29-03; 1.3172; 5.2808
2010-03-29-04; 1.3589; 5.1376
2010-03-29-05; 1.4285; 5.0219
2010-03-29-06; 1.5639; 4.9727
2010-03-29-07; 2.2330; 5.5153
2010-03-29-08; 2.1223; 5.3886
2010-03-29-09; 2.3680; 5.3806
2010-03-29-10; 2.3387; 5.3537
2010-03-29-11; 2.6480; 5.7430
2010-03-29-12; 2.5817; 5.6595
2010-03-29-13; 2.6953; 5.7346
2010-03-29-14; 2.8699; 5.9677
2010-03-29-15; 2.8088; 6.1131
2010-03-29-16; 2.5295; 5.7084
2010-03-29-17; 2.6435; 5.9102
2010-03-29-18; 2.1999; 5.6280
2010-03-29-19; 2.2845; 5.8106
2010-03-29-20; 2.2659; 5.8831
2010-03-29-21; 2.1187; 5.9985
2010-03-29-22; 2.3764; 6.2416
2010-03-29-23; 2.1268; 6.1333
2010-03-30-00; 1.9856; 6.1324
2010-03-30-01; 1.9440; 6.0939
2010-03-30-02; 1.7357; 5.8389
2010-03-30-03; 1.9173; 6.1649
2010-03-30-04; 1.4500; 5.6320
2010-03-30-05; 1.6185; 5.8274
2010-03-30-06; 1.5884; 5.7523
2010-03-30-07; 1.2843; 5.4974
2010-03-30-08; 1.4230; 5.5431
2010-03-30-09; 1.2160; 5.3918
2010-03-30-10; 1.2937; 5.2864
2010-03-30-11; 1.1561; 5.2561
2010-03-30-12; 1.1174; 5.0318
2010-03-30-13; 1.0425; 5.0213
2010-03-30-14; 0.9331; 4.7554
2010-03-30-15; 0.9638; 4.7627
2010-03-30-16; 0.9692; 4.8254
2010-03-30-17; 0.8621; 4.6752
2010-03-30-18; 0.7917; 4.6673
2010-03-30-19; 0.7640; 4.6317
2010-03-30-20; 0.7437; 4.7403
2010-03-30-21; 0.6535; 4.7256
2010-03-30-22; 0.6380; 4.7286
2010-03-30-23; 0.5623; 4.8333
2010-03-31-00; 0.5563; 4.6026
2010-03-31-01; 0.5005; 4.6818
2010-03-31-02; 0.5017; 4.6881
2010-03-31-03; 0.4633; 4.7480
2010-03-31-04; 0.3804; 4.6040
2010-03-31-05; 0.4185; 4.6163
2010-03-31-06; 0.3536; 4.4930
2010-03-31-07; 0.3513; 4.5316
2010-03-31-08; 0.3314; 4.5399
2010-03-31-09; 0.3178; 4.4528
2010-03-31-10; 0.3203; 4.4616
2010-03-31-11; 0.3101; 4.4643
2010-03-31-12; 0.2887; 4.2809
2010-03-31-13; 0.2831; 4.5460
2010-03-31-14; 0.2686; 4.4975
2010-03-31-15; 0.2859; 4.6431
2010-03-31-16; 0.2436; 4.5474
2010-03-31-17; 0.2436; 4.7788
2010-03-31-18; 0.2229; 4.5936
2010-03-31-19; 0.2402; 4.9934
2010-03-31-20; 0.2402; 4.8304
2010-03-31-21; 0.2229; 4.7624
2010-03-31-22; 0.2081; 4.3055
2010-03-31-23; 0.2156; 3.7819
2010-04-01-00; 0.2532; 3.2287
2010-04-01-01; 0.2760; 3.2272
2010-04-01-02; 0.3559; 3.1326
2010-04-01-03; 0.4379; 3.3184
2010-04-01-04; 0.4855; 3.3855
2010-04-01-05; 0.4083; 3.3644
2010-04-01-06; 0.4221; 3.3337
2010-04-01-07; 0.3820; 3.1937
2010-04-01-08; 0.4209; 3.1435
2010-04-01-09; 0.4113; 3.2078
2010-04-01-10; 0.4945; 3.2917
2010-04-01-11; 0.4892; 3.4249
2010-04-01-12; 0.5224; 3.4955
2010-04-01-13; 0.5616; 3.5361
2010-04-01-14; 0.5652; 3.6467
2010-04-01-15; 0.5787; 3.6451
2010-04-01-16; 0.5869; 3.6992
