time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2012-12-17-17; 1.0565; 6.1126
2012-12-17-18; 1.0250; 5.7627
2012-12-17-19; 1.0534; 6.0818
2012-12-17-20; 1.1232; 6.0910
2012-12-17-21; 1.0447; 5.9713
2012-12-17-22; 1.1415; 6.1425
2012-12-17-23; 0.9523; 5.8980
2012-12-18-00; 0.9204; 6.2260
2012-12-18-01; 0.9300; 6.6637
2012-12-18-02; 0.8556; 6.4068
2012-12-18-03; 0.8331; 6.7711
2012-12-18-04; 0.7349; 5.9362
2012-12-18-05; 0.8288; 5.4016
2012-12-18-06; 0.7640; 5.0426
2012-12-18-07; 0.8086; 4.8273
2012-12-18-08; 0.7637; 4.2235
2012-12-18-09; 0.8329; 4.1043
2012-12-18-10; 0.8568; 4.3559
2012-12-18-11; 0.8606; 4.2603
2012-12-18-12; 0.9029; 4.0864
2012-12-18-13; 0.8827; 4.2956
2012-12-18-14; 0.8416; 4.1530
2012-12-18-15; 0.8980; 3.9777
2012-12-18-16; 0.9084; 3.9779
2012-12-18-17; 0.8458; 3.9704
2012-12-18-18; 0.8234; 4.0593
2012-12-18-19; 0.7210; 4.2188
2012-12-18-20; 0.7048; 4.3614
2012-12-18-21; 0.6434; 4.6601
2012-12-18-22; 0.6691; 4.3586
2012-12-18-23; 0.6679; 4.3019
2012-12-19-00; 0.6378; 4.6461
2012-12-19-01; 0.6649; 4.4499
2012-12-19-02; 0.7199; 4.6084
2012-12-19-03; 0.7760; 4.7525
2012-12-19-04; 0.7629; 4.7880
2012-12-19-05; 0.8298; 5.0879
2012-12-19-06; 0.7884; 5.0656
2012-12-19-07; 0.7921; 5.1130
2012-12-19-08; 0.8042; 5.1923
2012-12-19-09; 0.7842; 5.0813
2012-12-19-10; 0.8524; 5.1882
2012-12-19-11; 0.8984; 5.3337
2012-12-19-12; 0.8463; 5.2226
2012-12-19-13; 0.8235; 5.3616
2012-12-19-14; 0.8886; 5.6849
2012-12-19-15; 0.9397; 5.8964
2012-12-19-16; 0.9288; 6.0042
2012-12-19-17; 0.8331; 5.9299
2012-12-19-18; 0.8032; 5.9544
2012-12-19-19; 0.7452; 5.8897
2012-12-19-20; 0.6591; 5.5782
2012-12-19-21; 0.7034; 5.7878
2012-12-19-22; 0.6829; 5.5800
2012-12-19-23; 0.6757; 5.5885
2012-12-20-00; 0.6874; 5.7792
2012-12-20-01; 0.6799; 5.7115
2012-12-20-02; 0.6823; 5.8839
2012-12-20-03; 0.6187; 5.4014
2012-12-20-04; 0.6090; 5.1851
2012-12-20-05; 0.6386; 5.2128
2012-12-20-06; 0.5564; 4.9433
2012-12-20-07; 0.5809; 4.9644
2012-12-20-08; 0.6003; 4.3293
2012-12-20-09; 0.6062; 4.5526
2012-12-20-10; 0.5925; 4.4898
2012-12-20-11; 0.6593; 4.6119
2012-12-20-13; 0.5978; 3.8701
2012-12-20-14; 0.6290; 3.8794
2012-12-20-15; 0.5806; 4.1954
2012-12-20-16; 0.5611; 4.3401
2012-12-20-17; 0.5761; 4.1963
2012-12-20-18; 0.5974; 3.8848
2012-12-20-19; 0.7091; 3.6798
2012-12-20-20; 0.6988; 3.6582
2012-12-20-21; 0.7357; 3.6463
2012-12-20-22; 0.8326; 3.6008
2012-12-20-23; 0.9502; 3.6417
2012-12-21-00; 1.1006; 3.8628
2012-12-21-01; 1.2790; 4.0462
2012-12-21-02; 1.4215; 4.1192
2012-12-21-03; 1.4686; 4.2039
2012-12-21-04; 1.4239; 4.1359
2012-12-21-05; 1.4630; 4.2025
2012-12-21-06; 1.6491; 4.3374
2012-12-21-07; 1.8054; 4.3840
2012-12-21-08; 1.7531; 4.3935
2012-12-21-09; 1.7298; 4.3080
2012-12-21-10; 1.5846; 4.2651
2012-12-21-11; 1.9991; 4.8985
2012-12-21-12; 1.8755; 4.9942
2012-12-21-13; 2.3087; 5.3860
2012-12-21-14; 2.1518; 5.4182
2012-12-21-15; 2.1835; 5.4165
2012-12-21-16; 2.2979; 5.6490
2012-12-21-17; 2.1018; 5.5775
2012-12-21-18; 1.9635; 5.4199
2012-12-21-19; 1.9382; 5.4215
2012-12-21-20; 1.8612; 5.4482
2012-12-21-21; 1.9984; 5.6258
2012-12-21-22; 2.1555; 5.7756
2012-12-21-23; 2.2095; 5.8996
2012-12-22-00; 2.1162; 5.6574
2012-12-22-01; 2.1980; 5.8002
2012-12-22-02; 2.1517; 5.6351
2012-12-22-03; 2.0517; 5.4525
2012-12-22-04; 2.1586; 5.4757
2012-12-22-05; 2.3477; 5.6412
2012-12-22-06; 2.3879; 5.6963
2012-12-22-07; 2.4539; 5.8104
2012-12-22-08; 2.5606; 5.9198
2012-12-22-09; 2.6367; 5.9717
2012-12-22-10; 2.5380; 5.8629
2012-12-22-11; 2.5846; 6.0560
2012-12-22-12; 2.4126; 5.9836
2012-12-22-13; 2.5230; 5.9195
2012-12-22-14; 2.4895; 6.1371
2012-12-22-15; 2.4701; 6.0504
2012-12-22-16; 2.3729; 6.0301
2012-12-22-17; 2.2421; 5.8616
2012-12-22-18; 2.2254; 6.1435
2012-12-22-19; 2.2516; 6.3405
2012-12-22-20; 2.2367; 6.6427
2012-12-22-21; 2.2224; 6.6631
2012-12-22-22; 2.1498; 6.9426
2012-12-22-23; 1.9123; 6.5783
2012-12-23-00; 1.8187; 6.7361
2012-12-23-01; 1.9960; 7.1500
2012-12-23-02; 1.7241; 6.7180
2012-12-23-03; 1.5989; 6.9159
2012-12-23-04; 1.5720; 6.6670
2012-12-23-05; 1.5250; 6.9373
2012-12-23-06; 1.4512; 7.0734
2012-12-23-07; 1.5360; 7.4333
2012-12-23-08; 1.4328; 7.1321
2012-12-23-09; 1.2792; 7.1167
2012-12-23-10; 1.2722; 6.7394
2012-12-23-11; 1.3278; 7.0063
2012-12-23-12; 1.2229; 7.1044
2012-12-23-13; 1.2656; 7.3095
2012-12-23-14; 1.1967; 7.1484
2012-12-23-15; 1.1435; 7.5608
2012-12-23-16; 1.1301; 7.5442
2012-12-23-17; 1.0521; 7.3257
2012-12-23-18; 0.9162; 6.8311
2012-12-23-19; 0.9857; 8.0261
2012-12-23-20; 0.9603; 7.3895
2012-12-23-21; 0.9465; 8.0457
2012-12-23-22; 0.9534; 7.8334
2012-12-23-23; 0.9299; 7.8521
2012-12-24-00; 0.9145; 7.5319
2012-12-24-01; 0.8549; 7.0058
2012-12-24-02; 0.8592; 7.0505
2012-12-24-03; 0.7958; 6.8403
2012-12-24-04; 0.8540; 7.3150
2012-12-24-05; 0.7311; 6.8510
2012-12-24-06; 0.8771; 7.7562
2012-12-24-07; 0.8311; 8.0793
2012-12-24-08; 0.7157; 7.8076
2012-12-24-09; 0.7181; 7.9905
2012-12-24-10; 0.6274; 6.8316
2012-12-24-11; 0.6193; 5.6373
2012-12-24-12; 0.6944; 5.8976
2012-12-24-13; 0.6104; 5.6230
2012-12-24-14; 0.5691; 5.6269
2012-12-24-15; 0.6127; 6.5504
2012-12-24-16; 0.6529; 6.8117
2012-12-24-17; 0.5597; 6.5042
2012-12-24-18; 0.6008; 6.5288
2012-12-24-19; 0.5705; 5.5929
2012-12-24-20; 0.5910; 4.2953
2012-12-24-21; 0.6535; 3.6347
2012-12-24-22; 0.6026; 3.9589
2012-12-24-23; 0.7776; 3.5876
2012-12-25-00; 0.8072; 3.8091
2012-12-25-01; 0.7615; 3.8602
2012-12-25-02; 0.7453; 3.9838
2012-12-25-03; 0.7048; 4.0045
2012-12-25-04; 0.6406; 4.1829
2012-12-25-05; 0.6715; 4.2360
2012-12-25-06; 0.5842; 4.3126
2012-12-25-07; 0.5492; 4.3623
2012-12-25-08; 0.4902; 4.2907
2012-12-25-09; 0.4624; 4.8072
2012-12-25-10; 0.4659; 4.5945
2012-12-25-11; 0.4605; 4.3775
2012-12-25-12; 0.4393; 4.0963
2012-12-25-13; 0.4147; 4.3265
2012-12-25-14; 0.4333; 5.1036
2012-12-25-15; 0.4470; 4.8602
2012-12-25-16; 0.4395; 5.1898
2012-12-25-17; 0.4501; 5.7648
2012-12-25-18; 0.4352; 5.5100
2012-12-25-19; 0.4294; 5.6229
2012-12-25-20; 0.4056; 5.7214
2012-12-25-21; 0.4291; 4.8173
2012-12-25-22; 0.4699; 4.3789
2012-12-25-23; 0.4609; 3.8968
2012-12-26-00; 0.5106; 3.7848
2012-12-26-01; 0.6201; 3.3248
2012-12-26-02; 0.8444; 3.5456
2012-12-26-03; 0.8732; 3.6792
2012-12-26-04; 0.9917; 3.7876
2012-12-26-05; 1.0854; 3.8529
2012-12-26-06; 1.1631; 3.9212
2012-12-26-07; 1.2945; 4.1187
2012-12-26-08; 1.4580; 4.3504
2012-12-26-09; 1.4020; 4.4598
2012-12-26-10; 1.2656; 4.1804
2012-12-26-11; 1.4819; 4.5372
2012-12-26-12; 1.5730; 4.4390
2012-12-26-13; 1.6802; 4.5209
2012-12-26-14; 1.5580; 4.4674
2012-12-26-15; 1.5728; 4.4471
2012-12-26-16; 1.6190; 4.2850
2012-12-26-17; 1.7505; 4.5048
2012-12-26-18; 1.6430; 4.4645
2012-12-26-19; 1.5387; 4.2543
2012-12-26-20; 1.4594; 4.3739
2012-12-26-21; 1.4270; 4.2248
2012-12-26-22; 1.1951; 3.9738
2012-12-26-23; 1.0947; 4.0385
2012-12-27-00; 1.1495; 3.9087
2012-12-27-01; 1.1713; 3.9350
2012-12-27-02; 1.2802; 4.1250
2012-12-27-03; 1.4430; 4.1202
2012-12-27-04; 1.4951; 4.3151
2012-12-27-05; 1.3817; 4.3675
2012-12-27-06; 1.4306; 4.5519
2012-12-27-07; 1.3008; 4.4763
2012-12-27-08; 1.2697; 4.3956
2012-12-27-09; 1.1100; 4.2610
2012-12-27-10; 1.0864; 4.2952
2012-12-27-11; 0.9834; 4.3543
2012-12-27-12; 1.0589; 4.5926
2012-12-27-13; 1.0879; 4.8622
2012-12-27-14; 1.1379; 4.8903
2012-12-27-15; 1.1471; 4.9468
2012-12-27-16; 1.1243; 5.1609
2012-12-27-17; 1.1226; 4.9954
2012-12-27-18; 1.1316; 4.9460
2012-12-27-19; 1.1242; 4.8496
2012-12-27-20; 1.0660; 4.5987
2012-12-27-21; 0.9741; 4.6596
2012-12-27-22; 0.9230; 4.5554
2012-12-27-23; 0.8659; 4.9149
2012-12-28-00; 0.8276; 5.0302
2012-12-28-01; 0.8110; 5.2668
2012-12-28-02; 0.7469; 5.2647
2012-12-28-03; 0.7275; 5.3337
2012-12-28-04; 0.7078; 5.5651
2012-12-28-05; 0.6938; 5.3929
2012-12-28-06; 0.6535; 5.3674
2012-12-28-07; 0.6515; 5.3748
2012-12-28-08; 0.5880; 4.9089
2012-12-28-09; 0.6332; 5.2321
2012-12-28-10; 0.6051; 5.2889
2012-12-28-11; 0.6243; 5.4621
2012-12-28-12; 0.5710; 5.3421
2012-12-28-13; 0.5413; 5.2879
2012-12-28-14; 0.5577; 5.5790
2012-12-28-15; 0.5219; 5.3071
2012-12-28-16; 0.5391; 5.3347
2012-12-28-17; 0.5381; 5.1696
2012-12-28-18; 0.5333; 5.2436
2012-12-28-19; 0.5448; 5.0349
2012-12-28-20; 0.4687; 5.0761
2012-12-28-21; 0.4684; 5.2512
2012-12-28-23; 0.5735; 3.8994
2012-12-29-00; 0.6413; 3.7416
2012-12-29-01; 0.6838; 3.7752
2012-12-29-02; 0.7043; 3.7180
2012-12-29-03; 0.7715; 3.7417
2012-12-29-04; 0.8481; 3.7959
2012-12-29-05; 0.9600; 3.8403
2012-12-29-06; 1.0082; 3.9241
2012-12-29-07; 1.0395; 3.9362
2012-12-29-08; 1.0332; 3.8484
2012-12-29-09; 1.0314; 3.9417
2012-12-29-10; 1.1819; 4.0252
2012-12-29-11; 1.3021; 4.0375
2012-12-29-12; 1.3974; 4.0633
2012-12-29-13; 1.3723; 4.2018
2012-12-29-14; 1.3529; 4.0407
2012-12-29-15; 1.3836; 4.1308
2012-12-29-16; 1.2940; 4.1164
2012-12-29-17; 1.3710; 4.1035
2012-12-29-18; 1.1539; 4.1009
2012-12-29-19; 1.1282; 3.9222
2012-12-29-20; 1.1632; 3.9401
2012-12-29-21; 1.0492; 3.8738
2012-12-29-22; 0.9073; 3.7439
2012-12-29-23; 0.9083; 3.5710
2012-12-30-00; 1.1118; 3.9694
2012-12-30-01; 1.1855; 4.0413
2012-12-30-02; 1.3979; 4.3165
2012-12-30-03; 1.4632; 4.3595
2012-12-30-04; 1.6424; 4.6300
2012-12-30-05; 1.6078; 4.6640
2012-12-30-06; 1.7812; 4.9490
2012-12-30-07; 1.8002; 5.0166
2012-12-30-08; 1.8265; 5.1338
2012-12-30-09; 1.9315; 5.1388
2012-12-30-10; 2.3273; 5.5695
2012-12-30-11; 2.3843; 5.7116
2012-12-30-12; 2.3771; 5.7009
2012-12-30-13; 2.3208; 5.7143
2012-12-30-14; 2.4154; 5.7596
2012-12-30-15; 2.2426; 5.6877
2012-12-30-16; 2.2169; 5.8259
2012-12-30-17; 2.1704; 5.6521
2012-12-30-18; 1.8284; 5.2849
2012-12-30-19; 1.8946; 5.3762
2012-12-30-20; 1.8464; 5.2359
2012-12-30-21; 1.8930; 5.6091
2012-12-30-22; 1.7571; 5.2632
2012-12-30-23; 1.6711; 5.2522
2012-12-31-00; 1.6677; 5.2913
2012-12-31-01; 1.6947; 5.5885
2012-12-31-02; 1.8302; 5.9076
2012-12-31-03; 1.7182; 5.8276
2012-12-31-04; 1.5613; 5.6361
2012-12-31-05; 1.5120; 5.5776
2012-12-31-06; 1.5735; 5.7671
2012-12-31-07; 1.3809; 5.4751
2012-12-31-08; 1.4123; 5.3559
2012-12-31-09; 1.3066; 5.2698
2012-12-31-10; 1.4146; 5.3058
2012-12-31-11; 1.2643; 5.3697
2012-12-31-12; 1.1926; 5.0413
2012-12-31-13; 1.1868; 5.1119
2012-12-31-14; 1.1338; 5.0994
2012-12-31-15; 1.1741; 5.1339
2012-12-31-16; 1.1894; 5.2244
2012-12-31-17; 1.1722; 5.1188
2012-12-31-18; 1.1144; 5.2647
2012-12-31-19; 1.1510; 5.0818
2012-12-31-20; 1.1759; 5.1028
2012-12-31-21; 1.0943; 4.7645
2012-12-31-23; 1.0729; 4.7144
2013-01-01-00; 1.0312; 4.7222
2013-01-01-01; 1.0180; 4.5659
2013-01-01-02; 0.9160; 4.6107
2013-01-01-03; 0.9948; 4.8471
2013-01-01-04; 0.9962; 4.7399
2013-01-01-05; 0.9979; 4.8816
2013-01-01-06; 0.9807; 4.9950
2013-01-01-07; 0.9072; 5.0227
2013-01-01-08; 0.8976; 4.9708
2013-01-01-09; 0.9558; 4.9341
2013-01-01-10; 0.9843; 5.0751
2013-01-01-11; 0.8714; 4.8220
2013-01-01-12; 0.9079; 4.7797
2013-01-01-13; 0.8971; 4.8807
2013-01-01-14; 0.8929; 4.9327
2013-01-01-15; 0.8961; 4.8720
2013-01-01-16; 0.9074; 4.9706
2013-01-01-17; 0.8220; 4.7333
2013-01-01-18; 0.8645; 5.1316
2013-01-01-19; 0.8240; 5.1172
2013-01-01-20; 0.8636; 5.0833
2013-01-01-21; 0.8445; 4.9787
2013-01-01-22; 0.8023; 5.0102
2013-01-01-23; 0.8491; 4.6964
2013-01-02-00; 0.8052; 4.3798
2013-01-02-01; 0.7809; 4.2867
2013-01-02-02; 0.8546; 4.4131
2013-01-02-03; 0.8120; 4.2773
2013-01-02-04; 0.8454; 4.0431
2013-01-02-05; 0.8870; 4.0723
2013-01-02-06; 0.8847; 4.1134
2013-01-02-07; 0.7988; 3.8863
2013-01-02-08; 0.7459; 4.0632
2013-01-02-09; 0.7213; 4.1627
2013-01-02-10; 0.6629; 4.2400
2013-01-02-11; 0.6344; 4.5050
2013-01-02-12; 0.6136; 4.6281
2013-01-02-13; 0.5470; 4.8951
2013-01-02-14; 0.5539; 4.9481
2013-01-02-15; 0.5065; 4.6518
2013-01-02-16; 0.4754; 4.6476
2013-01-02-17; 0.4993; 4.8087
2013-01-02-18; 0.4914; 4.6254
2013-01-02-19; 0.5126; 4.3896
2013-01-02-20; 0.4727; 4.2974
2013-01-02-21; 0.4427; 4.7587
2013-01-02-22; 0.4637; 5.4611
2013-01-02-23; 0.4561; 5.4659
2013-01-03-00; 0.4559; 5.3398
2013-01-03-01; 0.4416; 5.2571
2013-01-03-02; 0.4434; 5.8780
2013-01-03-03; 0.4319; 5.4852
2013-01-03-04; 0.4589; 4.9904
2013-01-03-05; 0.4108; 5.6459
2013-01-03-06; 0.4173; 5.4995
2013-01-03-07; 0.4317; 5.8150
2013-01-03-08; 0.4391; 5.6960
2013-01-03-09; 0.4277; 5.9229
2013-01-03-10; 0.3918; 6.7274
2013-01-03-11; 0.3825; 6.9477
2013-01-03-12; 0.3959; 6.5055
2013-01-03-13; 0.3861; 5.8714
2013-01-03-14; 0.3903; 4.9872
2013-01-03-15; 0.3735; 4.3636
2013-01-03-16; 0.4554; 4.5491
2013-01-03-17; 0.4488; 4.9515
2013-01-03-18; 0.4552; 4.9260
2013-01-03-19; 0.4744; 3.9761
2013-01-03-20; 0.5433; 4.1585
2013-01-03-21; 0.5385; 3.8504
2013-01-03-22; 0.6307; 3.6525
2013-01-03-23; 0.6817; 3.6500
2013-01-04-01; 0.8612; 4.0246
2013-01-04-02; 0.9265; 4.2600
2013-01-04-03; 1.0943; 4.5298
2013-01-04-04; 1.2169; 4.4321
2013-01-04-05; 1.4565; 4.7676
2013-01-04-06; 1.4496; 4.8724
2013-01-04-07; 1.4116; 5.0236
2013-01-04-08; 1.4090; 4.8856
2013-01-04-09; 1.5359; 4.7484
2013-01-04-10; 1.4476; 4.7128
2013-01-04-11; 1.5744; 4.8606
2013-01-04-12; 1.5818; 4.8008
2013-01-04-13; 1.4247; 4.5233
2013-01-04-14; 1.7679; 4.9403
2013-01-04-15; 1.5507; 4.9112
2013-01-04-16; 1.4270; 4.8313
2013-01-04-17; 1.3489; 5.0114
2013-01-04-18; 1.2351; 4.9423
2013-01-04-19; 1.1952; 4.8744
2013-01-04-20; 1.2261; 5.2384
2013-01-04-21; 1.3255; 5.1829
2013-01-04-22; 1.1233; 4.9163
2013-01-04-23; 1.2480; 4.9422
2013-01-05-00; 1.2634; 4.4305
2013-01-05-01; 1.3608; 4.3536
2013-01-05-02; 1.3761; 4.4703
2013-01-05-03; 1.5946; 4.6220
2013-01-05-04; 1.6379; 4.7869
2013-01-05-05; 1.7032; 4.7772
2013-01-05-06; 1.4935; 4.5592
2013-01-05-07; 1.4911; 4.6710
2013-01-05-08; 1.5769; 4.5606
2013-01-05-09; 1.4951; 4.5750
2013-01-05-10; 1.5150; 4.5394
2013-01-05-11; 1.4341; 4.5312
2013-01-05-12; 1.2980; 4.4975
2013-01-05-13; 1.2750; 4.5753
2013-01-05-14; 1.2176; 4.4128
2013-01-05-15; 1.1141; 4.6422
2013-01-05-16; 1.1065; 4.6886
2013-01-05-17; 1.0876; 4.7102
2013-01-05-18; 1.0854; 4.7317
2013-01-05-19; 1.2010; 4.9828
2013-01-05-20; 1.0715; 4.8383
2013-01-05-21; 1.0373; 4.6641
2013-01-05-22; 1.0285; 4.7028
2013-01-05-23; 1.0198; 4.6120
2013-01-06-00; 1.0453; 4.5791
2013-01-06-01; 1.0517; 4.5718
2013-01-06-02; 1.1100; 4.5485
2013-01-06-03; 1.0196; 4.4963
2013-01-06-04; 1.0580; 4.6002
2013-01-06-05; 1.0175; 4.6666
2013-01-06-06; 1.0479; 4.9200
2013-01-06-07; 1.0692; 4.8285
2013-01-06-08; 1.1681; 4.7750
2013-01-06-09; 0.9741; 4.8730
2013-01-06-10; 0.9479; 4.9932
2013-01-06-11; 0.8398; 4.9643
2013-01-06-12; 0.8718; 5.0491
2013-01-06-13; 0.8311; 5.1248
2013-01-06-14; 0.7664; 5.1648
2013-01-06-15; 0.7068; 5.1184
2013-01-06-16; 0.6411; 5.0252
2013-01-06-17; 0.6861; 5.2426
2013-01-06-18; 0.6529; 4.9391
2013-01-06-19; 0.6182; 5.0499
2013-01-06-20; 0.5787; 5.1079
2013-01-06-21; 0.6021; 5.1413
2013-01-06-22; 0.5685; 5.2291
2013-01-06-23; 0.5816; 5.3056
2013-01-07-00; 0.5092; 5.1980
2013-01-07-01; 0.5259; 5.1447
2013-01-07-02; 0.5366; 5.0715
2013-01-07-03; 0.4863; 5.0235
2013-01-07-04; 0.5821; 4.1723
2013-01-07-05; 0.6704; 3.8110
2013-01-07-06; 0.6890; 3.8734
2013-01-07-07; 0.8773; 3.8802
2013-01-07-08; 0.9298; 3.9618
2013-01-07-09; 0.9962; 4.0700
2013-01-07-10; 1.0375; 4.0391
2013-01-07-11; 0.9905; 4.0112
2013-01-07-12; 1.0280; 3.9348
2013-01-07-13; 1.1242; 4.1234
2013-01-07-14; 1.1419; 4.1703
2013-01-07-15; 1.2809; 4.3305
2013-01-07-16; 1.3057; 4.3678
2013-01-07-17; 1.2640; 4.4048
2013-01-07-18; 1.2181; 4.4219
2013-01-07-19; 1.1815; 4.5862
2013-01-07-20; 1.1292; 4.4460
2013-01-07-21; 1.3080; 4.6281
2013-01-07-22; 1.2519; 4.3879
2013-01-07-23; 1.3131; 4.5152
2013-01-08-00; 1.3032; 4.5786
2013-01-08-01; 1.3872; 4.6715
2013-01-08-02; 1.4222; 4.6992
2013-01-08-03; 1.4607; 4.7716
2013-01-08-04; 1.3464; 4.7894
2013-01-08-05; 1.4382; 4.8626
2013-01-08-06; 1.3535; 4.7526
2013-01-08-08; 1.5359; 5.0459
2013-01-08-09; 1.5995; 5.3422
2013-01-08-10; 1.6187; 5.2460
2013-01-08-11; 1.5279; 5.5515
2013-01-08-12; 1.5607; 5.8624
2013-01-08-13; 1.6126; 5.9769
2013-01-08-14; 1.6551; 5.9123
2013-01-08-15; 1.6423; 6.1041
2013-01-08-16; 1.6647; 6.1944
2013-01-08-17; 1.5317; 6.0096
2013-01-08-18; 1.5568; 5.9766
2013-01-08-19; 1.3862; 5.8194
2013-01-08-20; 1.4594; 5.9516
2013-01-08-21; 1.3736; 5.9549
2013-01-08-22; 1.3160; 5.9250
2013-01-08-23; 1.3675; 5.8866
2013-01-09-00; 1.2098; 5.9275
2013-01-09-01; 1.3887; 6.1653
2013-01-09-02; 1.4233; 6.0854
2013-01-09-03; 1.4026; 6.1450
2013-01-09-04; 1.2915; 5.4899
2013-01-09-05; 1.4303; 5.5482
2013-01-09-06; 1.3406; 5.3669
2013-01-09-07; 1.3343; 5.1175
2013-01-09-08; 1.2947; 5.0432
2013-01-09-09; 1.2984; 5.1858
2013-01-09-10; 1.3219; 5.0721
2013-01-09-11; 1.2755; 5.0533
2013-01-09-12; 1.3324; 5.3227
2013-01-09-13; 1.3177; 5.0728
2013-01-09-14; 1.5083; 5.2969
2013-01-09-15; 1.4046; 5.0194
2013-01-09-16; 1.4986; 4.9649
2013-01-09-17; 1.5602; 5.1737
2013-01-09-18; 1.4190; 4.9983
2013-01-09-19; 1.3239; 5.0632
2013-01-09-20; 1.3489; 5.1143
2013-01-09-21; 1.3345; 5.0420
2013-01-09-22; 1.1999; 4.8960
2013-01-09-23; 1.2597; 4.9326
2013-01-10-00; 1.1774; 4.7730
2013-01-10-01; 1.1743; 4.7096
2013-01-10-02; 1.1116; 4.5521
2013-01-10-03; 1.0989; 4.6076
2013-01-10-04; 1.0664; 4.5178
2013-01-10-05; 1.1506; 4.6402
2013-01-10-06; 1.0551; 4.4431
2013-01-10-07; 1.0491; 4.4240
2013-01-10-08; 1.0037; 4.3328
2013-01-10-09; 0.9998; 4.3990
2013-01-10-10; 1.0081; 4.5108
2013-01-10-11; 1.0603; 4.8064
2013-01-10-12; 1.0564; 4.7647
2013-01-10-13; 0.9675; 4.6257
2013-01-10-14; 0.9976; 4.7978
2013-01-10-15; 0.9258; 4.4787
2013-01-10-16; 0.9792; 4.5347
2013-01-10-17; 1.0311; 4.1868
2013-01-10-18; 1.0934; 4.3628
2013-01-10-19; 1.1828; 4.3312
2013-01-10-20; 1.2541; 4.4974
2013-01-10-21; 1.2937; 4.5805
2013-01-10-22; 1.2612; 4.5904
2013-01-10-23; 1.2256; 4.6899
2013-01-11-00; 1.4168; 4.9099
2013-01-11-01; 1.3033; 4.7320
2013-01-11-02; 1.3499; 4.6694
2013-01-11-03; 1.2897; 4.6524
2013-01-11-04; 1.3135; 4.8746
2013-01-11-05; 1.3470; 4.7170
2013-01-11-06; 1.2691; 4.6643
2013-01-11-07; 1.3048; 4.7014
2013-01-11-08; 1.3281; 4.6799
2013-01-11-09; 1.4124; 4.7733
2013-01-11-10; 1.4388; 4.8405
2013-01-11-11; 1.4659; 5.0542
2013-01-11-12; 1.3210; 5.0984
2013-01-11-13; 1.3253; 5.2805
2013-01-11-14; 1.3601; 5.2772
2013-01-11-15; 1.3237; 5.2088
2013-01-11-16; 1.3272; 5.1434
2013-01-11-17; 1.3047; 5.3856
2013-01-11-18; 1.2408; 5.1146
2013-01-11-19; 1.2587; 4.6924
2013-01-11-20; 1.3366; 4.8928
2013-01-11-21; 1.3369; 4.8562
2013-01-11-22; 1.2445; 4.8255
2013-01-11-23; 1.2537; 4.9320
2013-01-12-00; 1.1734; 5.0019
2013-01-12-01; 1.1480; 5.0446
2013-01-12-02; 1.0451; 5.0738
2013-01-12-03; 1.0728; 5.4125
2013-01-12-04; 1.0799; 5.4144
2013-01-12-05; 0.8779; 5.3516
2013-01-12-06; 0.9377; 5.3443
2013-01-12-07; 0.9174; 5.4176
2013-01-12-08; 0.8855; 5.3806
2013-01-12-09; 1.0100; 5.6674
2013-01-12-10; 0.9798; 5.7173
2013-01-12-11; 0.9371; 5.6269
2013-01-12-12; 0.9724; 5.7280
2013-01-12-13; 0.8882; 5.5637
2013-01-12-14; 0.9271; 5.8721
2013-01-12-15; 0.9030; 5.7777
2013-01-12-16; 0.9197; 5.9526
2013-01-12-17; 0.8655; 6.0447
2013-01-12-18; 0.8416; 5.6694
2013-01-12-19; 0.9429; 5.9587
2013-01-12-20; 0.8676; 6.0303
2013-01-12-21; 0.8331; 5.9428
2013-01-12-22; 0.8641; 6.0768
2013-01-12-23; 0.8517; 6.2504
2013-01-13-00; 0.8697; 5.9511
2013-01-13-01; 0.8670; 6.1251
2013-01-13-02; 0.8900; 6.2914
2013-01-13-03; 0.8338; 5.9317
2013-01-13-04; 0.8529; 5.7880
2013-01-13-05; 0.9960; 5.4312
2013-01-13-06; 0.9693; 5.0753
2013-01-13-07; 0.9663; 5.1411
2013-01-13-08; 1.0315; 5.0620
2013-01-13-09; 0.9533; 4.7306
2013-01-13-10; 0.9971; 4.8088
2013-01-13-11; 1.0630; 4.6698
2013-01-13-12; 0.9476; 4.8678
2013-01-13-13; 0.9307; 4.6617
2013-01-13-14; 0.9131; 4.6019
2013-01-13-15; 0.9918; 4.5751
2013-01-13-16; 1.0546; 4.8188
2013-01-13-17; 1.1650; 5.0785
2013-01-13-18; 1.1108; 4.9808
2013-01-13-19; 0.9963; 5.0738
2013-01-13-20; 1.0370; 5.2096
2013-01-13-21; 0.9684; 5.4567
2013-01-13-22; 0.9459; 5.3328
2013-01-13-23; 0.9920; 5.5808
2013-01-14-00; 1.0312; 5.7234
2013-01-14-01; 1.0637; 5.1885
2013-01-14-02; 1.0533; 4.9613
2013-01-14-03; 1.0389; 4.8488
2013-01-14-04; 1.1174; 4.9091
2013-01-14-05; 1.1532; 5.1933
2013-01-14-06; 1.2640; 5.0236
2013-01-14-07; 1.3784; 5.4623
2013-01-14-08; 1.3042; 5.2315
2013-01-14-09; 1.3871; 6.0151
2013-01-14-10; 1.1751; 5.2878
2013-01-14-11; 1.0830; 5.5530
2013-01-14-12; 1.2416; 6.4324
2013-01-14-13; 1.2241; 6.6628
